,unique,total,organic,robotic,"robotic,organic",organic__total,robotic__total,"robotic,organic__total",-,Apache-HttpClient,Apache-Jena-ARQ,Asparagus/Asparagus 0.1,BeeMusic.Importer (https://beemusic.kantarmedia.fr/; *),C++ WikiAPI,GuzzleHttp,Jakarta Commons-HttpClient/3.1,Java/1.6.0,Java/1.7.0,Java/1.8.0,Jersey/2.22.1 (HttpUrlConnection 1.8.0_45),Magnus labs tools,Mechanize/2.7.5 Ruby/2.2.7p470 (http://github.com/sparklemotion/mechanize/),MediaWiki/1.30.0-wmf.*,MovieGuide-wikidata/0.1,PBB_core fastrun,PetScan,Python-httplib2,Python-urllib,Pywikibot/3.0-dev,QueryBot/0.1,Ruby,SQID Python Helper,WikidataR - https://github.com/Ironholds/WikidataR,YTCleaner,__find_genus,__match_or_create_species,__match_taxon,automatch,auxiliary_matcher,awarder,axios,beaTunes,beacon,bot_commons,botanists,browser,coords2json,curl,fix_items,https://github.com/bearloga/WikidataQueryServiceR,images_on_wikidata_not_wikipedia,jgonsior-tree,kartotherian-geoshapes/0.0.10 (https://mediawiki.org/Maps),microsync,misc,missing_wp_animal_audio,new_resolve_authors,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),okhttp/3.4.1,orcid_bot,orcidator,osm-wikidata/0.1 (https://github.com/EdwardBetts/osm-wikidata; *),other,python-requests,query,resolver,rest-client2.0.* (*) ruby/*,sparqlwrapper * (rdflib.github.io/sparqlwrapper),taxon_matcher,testing,thorough_name_match,translate_items_with_property,update_dynamic,wd_edit_stats,wdq_image_feed,-__total,Apache-HttpClient__total,Apache-Jena-ARQ__total,Asparagus/Asparagus 0.1__total,BeeMusic.Importer (https://beemusic.kantarmedia.fr/; *)__total,C++ WikiAPI__total,GuzzleHttp__total,Jakarta Commons-HttpClient/3.1__total,Java/1.6.0__total,Java/1.7.0__total,Java/1.8.0__total,Jersey/2.22.1 (HttpUrlConnection 1.8.0_45)__total,Magnus labs tools__total,Mechanize/2.7.5 Ruby/2.2.7p470 (http://github.com/sparklemotion/mechanize/)__total,MediaWiki/1.30.0-wmf.*__total,MovieGuide-wikidata/0.1__total,PBB_core fastrun__total,PetScan__total,Python-httplib2__total,Python-urllib__total,Pywikibot/3.0-dev__total,QueryBot/0.1__total,Ruby__total,SQID Python Helper__total,WikidataR - https://github.com/Ironholds/WikidataR__total,YTCleaner__total,__find_genus__total,__match_or_create_species__total,__match_taxon__total,automatch__total,auxiliary_matcher__total,awarder__total,axios__total,beaTunes__total,beacon__total,bot_commons__total,botanists__total,browser__total,coords2json__total,curl__total,fix_items__total,https://github.com/bearloga/WikidataQueryServiceR__total,images_on_wikidata_not_wikipedia__total,jgonsior-tree__total,kartotherian-geoshapes/0.0.10 (https://mediawiki.org/Maps)__total,microsync__total,misc__total,missing_wp_animal_audio__total,new_resolve_authors__total,node-fetch/1.0 (+https://github.com/bitinn/node-fetch)__total,okhttp/3.4.1__total,orcid_bot__total,orcidator__total,osm-wikidata/0.1 (https://github.com/EdwardBetts/osm-wikidata; *)__total,other__total,python-requests__total,query__total,resolver__total,rest-client2.0.* (*) ruby/*__total,sparqlwrapper * (rdflib.github.io/sparqlwrapper)__total,taxon_matcher__total,testing__total,thorough_name_match__total,translate_items_with_property__total,update_dynamic__total,wd_edit_stats__total,wdq_image_feed__total
P762,5071,89594,310.0,4758.0,3.0,639.0,10742.0,78213.0,8.0,,80.0,,,10.0,,,,,,,,,1322.0,,,4.0,,,3330.0,,,,,,,,,,,,,,,,,313.0,,,,,,,,,,,,,,,,,2.0,4.0,,,,2.0,,,,,,,,8.0,,82.0,,,200.0,,,,,,,,,2070.0,,,31.0,,,85239.0,,,,,,,,,,,,,,,,,78852.0,,,,,,,,,,,,,,,,,10.0,1314.0,,,,4.0,,,,,,,
P948,5071,12930,13.0,5058.0,,46.0,12884.0,,7.0,,131.0,,,,,,,,,,,,4908.0,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,8.0,,,,,,,,15.0,,132.0,,,,,,,,,,,,11454.0,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,10.0,1261.0,,,,12.0,,,,,,,
P180,5007,39405,1119.0,3872.0,16.0,3580.0,35360.0,465.0,20.0,,262.0,,,,,3392.0,,,19.0,,45.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,1135.0,,,,,,,,,,,,,25.0,,,,2.0,98.0,1.0,,,14.0,,,,,2.0,,,121.0,,8954.0,,,,,13438.0,,,40.0,,2233.0,,,,,117.0,,,,,,,,,,,,,,,,,,,,4045.0,,,,,,,,,,,,,35.0,,,,9.0,211.0,1.0,,,10085.0,,,,,672.0,,
P1273,4938,15886,1.0,4935.0,2.0,1.0,15880.0,5.0,6.0,,133.0,,,10.0,,,,,,,,,4492.0,,,,,2.0,,,,,,,,,,,,,,,250.0,,,3.0,,,,,,,,,,,,,,,,,2.0,40.0,,,,2.0,,,,,,,,6.0,,138.0,,,148.0,,,,,,,,,10158.0,,,,,328.0,,,,,,,,,,,,,,,1771.0,,,6.0,,,,,,,,,,,,,,,,,8.0,3325.0,,,,3.0,,,,,,,
P3203,4879,13248,79.0,4776.0,24.0,156.0,12936.0,156.0,6.0,1.0,166.0,,,12.0,,,,,,,,,938.0,,,,,,,,,,,,,,,,,,,,,,,3755.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,17.0,169.0,,,150.0,,,,,,,,,1554.0,,,,,,,,,,,,,,,,,,,,,,,11363.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
P190,4842,22190,374.0,4467.0,1.0,572.0,21615.0,3.0,14.0,,527.0,,,,,,,,1.0,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,,,,,,,2.0,49.0,,,,3870.0,,,,,,,,14.0,,5737.0,,,,,,,,1.0,,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,575.0,,,,,,,,,,,,,,,,,9.0,106.0,,,,15740.0,,,,,,,
P409,4820,14182,20.0,4799.0,1.0,27.0,14152.0,3.0,8.0,,167.0,,,6.0,,,,,,,1.0,,4352.0,,,,,3.0,,,,,,,,,,,,,,,250.0,,,21.0,,,,,,,,,,,,,,,,,2.0,11.0,,,,,,,,,,,,8.0,,171.0,,,148.0,,,,,,,85.0,,10146.0,,,,,9.0,,,,,,,,,,,,,,,1573.0,,,30.0,,,,,,,,,,,,,,,,,10.0,2005.0,,,,,,,,,,,
P171,4732,1636401,1679.0,3019.0,34.0,3983.0,1631090.0,1328.0,59.0,,240.0,,,,,,,,,,1168.0,,,,,3.0,,917.0,,,,,,,,,466.0,,,,,,,,,1713.0,,,,2.0,,,,,,,,,2.0,,,,140.0,29.0,21.0,,,7.0,,,,,1.0,,,399.0,,550.0,,,,,,,,,,1582293.0,,,,,3.0,,14610.0,,,,,,,,,33498.0,,,,,,,,,5311.0,,,,8.0,,,,,,,,,2.0,,,,965.0,65.0,36.0,,,73.0,,,,,500.0,,
P1464,4719,13954,28.0,4691.0,,34.0,13920.0,,4.0,,388.0,,,,,,,,1.0,,,,4286.0,,,1.0,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,7.0,,,,,,,,4.0,,3323.0,,,,,,,,2.0,,,,9310.0,,,1.0,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,10.0,1261.0,,,,9.0,,,,,,,
P118,4631,15200,199.0,4420.0,12.0,246.0,14806.0,148.0,1773.0,,163.0,,,,,,,,1.0,,10.0,,,,,6.0,,,1373.0,,,,,,,,,,,,,,,,,211.0,,,,,,,,,,,,,,,,,2.0,1077.0,,,,27.0,,,,,,,,11513.0,,332.0,,,,,,,,10.0,,341.0,,,,,28.0,,,1517.0,,,,,,,,,,,,,,,,,394.0,,,,,,,,,,,,,,,,,10.0,1165.0,,,,38.0,,,,,,,
P453,4628,12051,163.0,4451.0,14.0,328.0,11292.0,431.0,10.0,,115.0,,,,,,,,125.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,4001.0,,,,101.0,81.0,,,,10.0,,,,,,,,20.0,,1292.0,,,,,,,,236.0,,1418.0,,,,,,,,,,,,,,,,,,,,,,,,,759.0,,,,,,,,,,,,,6442.0,,,,540.0,1621.0,,,,154.0,,,,,,,
P1148,4545,5071,5.0,4540.0,,7.0,5064.0,,8.0,,88.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,2.0,,,,,4439.0,,,,,,,,8.0,,88.0,,,,,,,,,,,,,,,,,55.0,6.0,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,10.0,,,,,4897.0,,,,,,,
P2021,4499,5537,23.0,4475.0,1.0,170.0,5239.0,128.0,12.0,,91.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,4.0,9.0,,,,4358.0,,,,,,,,139.0,,91.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,16.0,747.0,,,,4368.0,,,,,,,
P530,4486,11975,87.0,4399.0,,176.0,11799.0,,8.0,,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,2.0,4143.0,,,,2.0,,,,,,,,44.0,,6709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,11.0,4196.0,,,,839.0,,,,,,,
P1416,4356,33901,1880.0,2475.0,1.0,9769.0,24129.0,3.0,2356.0,,102.0,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,1881.0,,,,,,,,,,,,,,,,,2.0,9.0,1.0,,,2.0,,,,,,,,22671.0,,504.0,,,,,,,,,,169.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,9772.0,,,,,,,,,,,,,,,,,6.0,747.0,1.0,,,29.0,,,,,,,
P2045,4279,4579,2.0,4277.0,,2.0,4577.0,,10.0,,91.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,4172.0,,,,,,,,10.0,,91.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,11.0,,,,,4459.0,,,,,,,
P1120,4272,8623,75.0,4196.0,1.0,111.0,7832.0,680.0,11.0,,92.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,3.0,38.0,,,,4051.0,,,,,,,,690.0,,92.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,791.0,,,,,,,,,,,,,,,,,16.0,2662.0,,,,5046.0,,,,,,,
P1045,4261,11150,38.0,4222.0,1.0,103.0,11044.0,3.0,602.0,,85.0,,,10.0,,,,,,,,,3468.0,,,1.0,,,,,,,,,,,,,,,,,45.0,,,39.0,,,,,,,,1.0,,,,,,,,,2.0,9.0,,,,,,,,,,,,4587.0,,85.0,,,148.0,,,,,,,,,4746.0,,,5.0,,,,,,,,,,,,,,,,,697.0,,,106.0,,,,,,,,23.0,,,,,,,,,9.0,747.0,,,,,,,,,,,
P1871,4228,7941,3.0,4225.0,,3.0,7938.0,,6.0,,109.0,,,8.0,,,,,,,,,4100.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,110.0,,,148.0,,,,,,,,,7666.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P685,4188,18295,806.0,3339.0,43.0,4956.0,9871.0,3468.0,10.0,,175.0,,,,,,,,,,1.0,,2850.0,,132.0,,,,,,28.0,,,,,,,,,,,,45.0,,,892.0,,,,,,,,,,,,,,,,,4.0,6.0,,,,71.0,,,,,,,,33.0,,175.0,,,,,,,,,,84.0,,4284.0,,1647.0,,,,,,73.0,,,,,,,,,,,,244.0,,,10186.0,,,,,,,,,,,,,,,,,18.0,1117.0,,,,887.0,,,,,,,
P402,4174,10883,146.0,4027.0,1.0,255.0,10544.0,84.0,14.0,,167.0,,,6.0,,,,,,,8.0,,3556.0,,,,,,,,,,,,,,,,,,,,250.0,,,147.0,,,,,,,,,,,,,,,,,18.0,7.0,,,,3.0,,,,,,,,14.0,,169.0,,,148.0,,,,,,,675.0,,7792.0,,,,,,,,,,,,,,,,,,,,1778.0,,,339.0,,,,,,,,,,,,,,,,,29.0,21.0,,,,5.0,,,,,,,
P1207,4137,11137,2.0,4135.0,,2.0,11135.0,,6.0,,120.0,,,24.0,,,,,,,,,3774.0,,,,,,,,,,,,,,,,,,,,209.0,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,121.0,,,1368.0,,,,,,,,,8358.0,,,,,,,,,,,,,,,,,,,,1274.0,,,2.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P2703,4120,9944,12.0,4104.0,4.0,59.0,9864.0,21.0,6.0,,74.0,,,8.0,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,3611.0,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,6.0,,77.0,,,114.0,,,,,,,,,652.0,,,,,,,,,,,,,,,,,,,,,,,9085.0,,,,,,,,,,,,,,,,,9.0,,,,,1.0,,,,,,,
P3135,4113,11838,18.0,4088.0,7.0,41.0,10911.0,886.0,6.0,,140.0,,,10.0,,,,,,,,,1548.0,,,,,,,,,,,,,,,,,,,,,,,2407.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,143.0,,,148.0,,,,,,,,,3050.0,,,,,,,,,,,,,,,,,,,,,,,8483.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P846,4110,6121,3.0,4107.0,,3.0,6118.0,,8.0,,282.0,,,10.0,,,,,,,,,3758.0,,,,,,,,,,,,,,,,,,,,45.0,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,9.0,,282.0,,,148.0,,,,,,,,,5422.0,,,,,,,,,,,,,,,,,,,,246.0,,,3.0,,,,,,,,,,,,,,,,,9.0,,,,,2.0,,,,,,,
P2518,4084,12280,6.0,4068.0,10.0,17.0,12180.0,83.0,4.0,,120.0,,,8.0,,,,,,,2.0,,1644.0,,,,,,,,,,,,,,,,,,,,,,,2305.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,123.0,,,148.0,,,,,,,100.0,,3072.0,,,,,,,,,,,,,,,,,,,,,,,8843.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P1884,4077,20934,21.0,4056.0,,112.0,20822.0,,2889.0,,62.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,2.0,,,,2.0,1084.0,,,,16.0,,,,,,,,15986.0,,62.0,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,2.0,,,,11.0,4586.0,,,,92.0,,,,,,,
P1394,4075,6909,121.0,3954.0,,330.0,6579.0,,6.0,,106.0,,,12.0,,,,,,,1.0,,3778.0,,,,,2.0,,,,,,,,,,,,,,,45.0,,,121.0,,,,,,,,1.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,6.0,,106.0,,,148.0,,,,,,,2.0,,5742.0,,,,,300.0,,,,,,,,,,,,,,,244.0,,,330.0,,,,,,,,21.0,,,,,,,,,9.0,,,1.0,,,,,,,,,
P3762,4067,9241,,4067.0,,,9241.0,,6.0,,105.0,,,10.0,,,,,,,,,3882.0,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,2.0,7.0,,,,12.0,,,,,,,,6.0,,107.0,,,150.0,,,,,,,,,8580.0,,,,,,,,,,,,,,,,,,,,358.0,,,,,,,,,,,,,,,,,,,,8.0,21.0,,,,14.0,,,,,,,
P22,4065,71976,1172.0,2852.0,41.0,3579.0,66713.0,1684.0,204.0,4.0,1067.0,,,,,586.0,65.0,,133.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1316.0,,1.0,,2.0,,,,,,,,,28.0,,,,5.0,657.0,,,,31.0,,,,,,,,842.0,8.0,17257.0,,,,,42336.0,550.0,,405.0,,165.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,6163.0,,8.0,,443.0,,,,,,,,,31.0,,,,93.0,5618.0,,,,541.0,,,,,,,
P1017,4061,11297,2.0,4059.0,,2.0,11295.0,,8.0,,122.0,,,18.0,,,,,,,,,3700.0,,,,,,,,,,,,,,,,,,,,209.0,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,8.0,,123.0,,,1368.0,,,,,,,,,8506.0,,,,,,,,,,,,,,,,,,,,1280.0,,,2.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
P488,4058,34591,127.0,3928.0,3.0,622.0,33961.0,8.0,1919.0,5.0,370.0,,,,,,,,5.0,,5.0,,,,,2.0,,3.0,1516.0,,,,,,,,,,,,,,,,,130.0,,1.0,,,,,,,,,,,4.0,,,,2.0,91.0,,,,8.0,,,,,,,,25573.0,26.0,6607.0,,,,,,,,12.0,,97.0,,,,,5.0,,9.0,1516.0,,,,,,,,,,,,,,,,,630.0,,1.0,,,,,,,,,,,6.0,,,,10.0,91.0,,,,16.0,,,,,,,
P1831,4031,5834,20.0,4011.0,,38.0,5796.0,,69.0,,94.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,2.0,,,,,3842.0,,,,,,,,231.0,,94.0,,,,,,,,,,,,,,,,,,1520.0,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,8.0,,,,,3943.0,,,,,,,
P954,4030,10765,9.0,4020.0,1.0,9.0,10751.0,5.0,6.0,,66.0,,,,,,,,,,,,2140.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,1.0,,,,,,,,,2.0,1806.0,,,,,,,,,,,,6.0,,67.0,,,,,,,,,,,,4108.0,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,28.0,,,,,,,,,9.0,6538.0,,,,,,,,,,,
P235,4005,83545,127.0,3875.0,3.0,487.0,81625.0,1433.0,7.0,,83.0,,,6.0,,,,,,,,,1768.0,,21.0,,,,,,,,,,,,,,7.0,,,,1.0,,,2057.0,,5.0,,,,,,,,,,,,,,,50.0,4.0,,1.0,,,,,,,,,,8.0,,1524.0,,,148.0,,,,,,,,,3384.0,,25.0,,,,,,,,,,,,,,28070.0,,,,1.0,,,50131.0,,9.0,,,,,,,,,,,,,,,418.0,2689.0,,1429.0,,,,,,,,,
P3077,3963,12331,11.0,3947.0,5.0,96.0,12206.0,29.0,4.0,,72.0,,,12.0,186.0,,,,,,,,1012.0,,,,,,,,,,,,,,,,,,,,,,,2681.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,75.0,,,148.0,225.0,,,,,,,,2150.0,,,,,,,,,,,,,,,,,,,,,,,9706.0,,,,,,,,45.0,,,,,,,,,8.0,,,,,,,,,,,,
P1343,3947,31047,255.0,3687.0,5.0,348.0,30622.0,77.0,3329.0,,305.0,,,4.0,,,,,6.0,,33.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,,,,,3.0,,,17751.0,,1108.0,,,278.0,,,,,6.0,,3684.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,425.0,,,,,,,,,,,,,,,,,62.0,2518.0,,,,4949.0,,,,,1199.0,,
P982,3918,9532,,3914.0,4.0,,9521.0,11.0,8.0,,173.0,,,10.0,,,,,,,,,3576.0,,,,,,,,,,,,,,,,,,,,45.0,,,4.0,,,,,,,,,,,,,,,,,2.0,103.0,,,,,,,,1.0,,,,8.0,,296.0,,,148.0,,,,,,,,,8380.0,,,,,,,,,,,,,,,,,,,,528.0,,,11.0,,,,,,,,,,,,,,,,,9.0,161.0,,,,,,,,2.0,,,
P3320,3910,6306,10.0,3900.0,,11.0,6295.0,,3827.0,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,1.0,,,,,,,,,,,3.0,,,,2.0,,,,,8.0,,,,,,,,6038.0,,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,1.0,,,,,,,,,,,3.0,,,,6.0,,,,,24.0,,,,,,,
P1071,3908,17049,140.0,3764.0,4.0,266.0,16732.0,51.0,6.0,,156.0,,,,,3391.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,2.0,,,,2.0,205.0,,,,3.0,,,,,,,,6.0,,1814.0,,,,,13436.0,,,,,154.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,317.0,,,,,,,,,,,,,2.0,,,,8.0,367.0,,,,989.0,,,,,,,
P231,3880,423115,132.0,3745.0,3.0,365.0,422710.0,40.0,14.0,,102.0,,,6.0,,,,,,,,,1946.0,,21.0,,,,,,,,,,,,,,1506.0,,,,46.0,,,135.0,,1.0,,,,,,,,,,,,,,,50.0,3.0,,55.0,,,,,,,,,,22.0,,152.0,,,148.0,,,,,,,,,4008.0,,39.0,,,,,,,,,,,,,,417556.0,,,,245.0,,,405.0,,14.0,,,,,,,,,,,,,,,418.0,81.0,,147.0,,,,,,,,,
P3141,3873,12359,18.0,3827.0,28.0,42.0,12172.0,145.0,4.0,,103.0,,,10.0,,,,,,,,,1030.0,,,,,,,,,,,,,,,,,,,,,,,2724.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,171.0,,,148.0,,,,,,,,,1932.0,,,,,,,,,,,,,,,,,,,,,,,10096.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P2884,3861,4345,21.0,3840.0,,24.0,4321.0,,8.0,,147.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,3680.0,,,,,,,,8.0,,329.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,6.0,3.0,,,,3969.0,,,,,,,
P998,3840,17945,1.0,3839.0,,1.0,17944.0,,8.0,,169.0,,,10.0,,,,,,,,,3642.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,8.0,,,,,,,,,,,,8.0,,170.0,,,148.0,,,,,,,,,17586.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,10.0,22.0,,,,,,,,,,,
P220,3834,7993,368.0,3462.0,4.0,588.0,7311.0,94.0,8.0,,157.0,,,6.0,,,,,,,1.0,,3128.0,,,4.0,,,2.0,,,,,,,,,,17.0,,,,45.0,,,372.0,,,,,,,,,,,,,,,,,6.0,7.0,,83.0,,2.0,,,,,,,,8.0,,157.0,,,148.0,,,,,,,81.0,,5084.0,,,5.0,,,6.0,,,,,,,,,,1458.0,,,,244.0,,,682.0,,,,,,,,,,,,,,,,,105.0,7.0,,96.0,,6.0,,,,,,,
P1051,3830,10364,,3830.0,,,10364.0,,6.0,,93.0,,,10.0,,,,,,,,,3716.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,93.0,,,148.0,,,,,,,,,9760.0,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,8.0,,,,,,,,,,,,
P1448,3796,31208,940.0,2844.0,12.0,1255.0,28853.0,1100.0,6.0,4.0,1834.0,,,,,,,,9.0,,6.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,952.0,,1.0,,,,,,,,,,,,,,,6.0,746.0,,,,239.0,,,,,,,,6.0,6.0,25897.0,,,,,,,,39.0,,295.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,2355.0,,7.0,,,,,,,,,,,,,,,109.0,2579.0,,,,1181.0,,,,,,,
P1792,3774,10003,27.0,3747.0,,31.0,9972.0,,4.0,,121.0,,,,,,,,,,,,3618.0,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,4.0,,219.0,,,,,,,,,,,,8476.0,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,13.0,1260.0,,,,,,,,,,,
P88,3750,14608,51.0,3695.0,4.0,158.0,14396.0,54.0,31.0,,108.0,,,,,3391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,1.0,,,,2.0,158.0,,,,8.0,,,,,,,,143.0,,403.0,,,,,13439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,,,,,,,,,,,,,1.0,,,,8.0,386.0,,,,70.0,,,,,,,
P906,3717,10273,15.0,3702.0,,32.0,10241.0,,8.0,,144.0,,,10.0,,,,,,,1.0,,3316.0,,,,,,,,,,,,,,,,,,,,211.0,,,15.0,,,,,,,,,,,,,,,,,2.0,9.0,,,,1.0,,,,,,,,8.0,,145.0,,,148.0,,,,,,,84.0,,7744.0,,,,,,,,,,,,,,,,,,,,1354.0,,,32.0,,,,,,,,,,,,,,,,,10.0,747.0,,,,1.0,,,,,,,
P937,3714,13332,310.0,3400.0,4.0,543.0,12661.0,128.0,9.0,,219.0,,,,,1.0,,,1.0,,22.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,10.0,,,,2.0,66.0,,,3063.0,8.0,,,,,,,,12.0,,6051.0,,,,,11.0,,,1.0,,1910.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,671.0,,,,,,,,,,,,,11.0,,,,9.0,858.0,,,3896.0,23.0,,,,,,,
P1465,3709,12267,16.0,3693.0,,20.0,12247.0,,4.0,,428.0,,,,,,,,3.0,,,,3242.0,,,1.0,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,11.0,,,,,,,,4.0,,3177.0,,,,,,,,3.0,,,,7770.0,,,6.0,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,10.0,1260.0,,,,17.0,,,,,,,
P3500,3657,5983,24.0,3630.0,3.0,30.0,5925.0,28.0,6.0,,94.0,,,,,,,477.0,,,,,2608.0,,,,,,3.0,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,442.0,,,,,,,,6.0,,95.0,,,,,,,573.0,,,,,4668.0,,,,,,28.0,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,8.0,23.0,,1.0,,574.0,,,,,,,
P2949,3616,9432,191.0,3424.0,1.0,1171.0,8178.0,83.0,6.0,,119.0,,,10.0,,,,,,,3.0,,3272.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,192.0,,,,,,,,,,,,,,,,,2.0,9.0,,1.0,,,,,,,,,,6.0,,119.0,,,148.0,,,,,,,220.0,,6910.0,,,99.0,,,,,,,,,,,,,,,,,1.0,,,1254.0,,,,,,,,,,,,,,,,,9.0,747.0,,2.0,,,,,,,,,
